model,year,mileage,fuel,price
159,2014,197000,1,37900
159,2009,170000,3,33900
159,2009,237000,1,22700
159,2014,146000,1,47800
159,2010,172000,3,29900
159,2016,92906,5,59900
159,2013,286000,1,29900
159,2012,180000,1,25900
159,2010,258000,1,28700
159,2011,285900,1,22900
159,2010,154000,1,28500
159,2009,298266,1,19900
159,2016,98200,3,59900
159,2008,177000,3,23900
159,2009,260000,1,26000
159,2009,231000,1,19000
159,2010,203470,3,22500
159,2011,220000,1,29900
159,2010,223000,1,19900
159,2009,210000,1,19500
159,2015,48287,3,49000
159,2010,174400,3,32500
159,2009,247500,1,23999
159,2009,376000,1,18500
159,2013,132000,1,31900
159,2015,187376,1,35990
159,2014,150000,3,53500
159,2010,222200,1,21900
159,2014,119000,3,59900
159,2012,247000,1,24900
159,2010,241264,1,22500
159,2015,197000,1,37444
159,2012,96000,3,34800
159,2013,161000,1,19900
159,2012,200000,1,49900
159,2011,188000,3,27900
159,2011,218000,1,33500
159,2014,215000,1,34500
159,2013,122000,1,46000
159,2015,174000,1,33800
159,2013,219542,1,34900
159,2014,133000,3,42700
159,2011,159000,3,28900
159,2010,208000,1,25900
159,2014,160000,3,46900
159,2009,212232,3,28900
159,2015,130000,1,44900
159,2011,182599,3,29000
159,2011,155300,3,32900
159,2015,80700,1,47000
159,2008,226000,1,22900
159,2010,141452,3,25700
159,2016,51000,3,57999
159,2009,145000,1,19900
159,2009,117000,1,25500
159,2016,51089,3,66889
159,2013,131000,1,43500
159,2012,185000,5,31500
159,2010,253487,3,30900
159,2009,271841,1,21900
159,2015,125000,1,53999
159,2013,74000,1,52000
159,2016,262000,1,34500
159,2009,213500,3,31900
159,2009,220000,1,19400
159,2012,227500,3,35900
159,2009,76000,3,29999
159,2014,148000,1,38900
159,2009,181000,1,24900
159,2013,183442,1,35900
159,2010,245000,1,26900
159,2013,177618,1,48000
159,2016,89803,1,53000
159,2009,250000,3,25500
159,2015,263000,1,34900
159,2014,279898,1,30900
159,2014,186000,1,35900
159,2009,174000,3,29900
159,2010,299600,1,16990
159,2011,250000,1,28000
159,2012,210000,3,33900
159,2009,304689,1,19900
159,2012,195000,1,34900
159,2010,252000,1,22000
159,2015,288936,1,37900
159,2016,177810,1,49100
159,2013,130201,3,41900
159,2017,199609,1,51500
159,2013,240000,1,29900
159,2013,209000,1,38900
159,2017,163000,1,58900
159,2009,233000,3,24500
159,2015,117000,1,52800
159,2011,127000,3,34990
159,2010,178565,3,29900
159,2010,173909,1,23900
159,2013,205000,1,24500
159,2015,200000,1,38900
159,2013,198803,1,27900
159,2014,138700,3,55900
159,2012,220000,1,27600
159,2015,266080,1,31857
159,2015,192000,1,41999
159,2014,261000,1,39900
159,2010,190030,1,25900
159,2014,130000,3,43900
159,2011,179000,1,24900
159,2009,201000,1,16500
159,2015,199000,1,39999
159,2015,250000,1,36999
159,2010,167856,3,27600
159,2011,250720,1,34900
159,2010,234521,1,21700
159,2011,185000,3,34999
159,2010,153172,3,34900
159,2016,159000,1,48900
159,2016,206700,1,42900
159,2013,177618,1,48000
159,2011,148915,3,37000
159,2013,148758,3,34000
159,2012,132000,3,38900
159,2014,153229,1,39000
159,2014,206283,1,40000
159,2010,239000,5,26500
159,2016,133000,3,53500
159,2010,229000,1,22900
159,2009,160700,3,29900
159,2013,215000,1,31900
159,2013,173000,1,35400
159,2009,247540,1,21900
159,2014,175000,1,41900
159,2009,283000,1,26500
159,2017,114255,1,62900
159,2009,106125,3,25000
159,2009,160000,3,33900
159,2015,239404,1,41300
159,2011,251280,1,22000
159,2009,208000,1,27900
159,2009,215236,1,23900
159,2015,209000,1,48900
159,2009,269000,1,20900
159,2015,97200,1,41900
159,2011,191970,1,29290
159,2012,83000,3,36900
159,2014,217000,1,36900
159,2010,122000,3,39999
159,2015,187500,1,49999
159,2016,124555,1,51800
159,2012,193000,1,28990
159,2013,207600,1,42999
159,2011,276000,1,21990
159,2010,175000,3,28900
159,2010,229000,3,35500
159,2016,208000,1,34900
159,2012,154000,1,27900
159,2008,261000,3,37500
159,2009,93000,1,32000
159,2010,208000,1,20900
159,2011,217500,1,31999
159,2009,217400,1,20900
159,2009,262000,5,30000
159,2013,237000,1,29900
159,2010,180000,1,21999
159,2009,208000,3,29900
159,2014,148099,1,51900
159,2009,216500,1,24999
159,2009,208500,3,29900
159,2010,178600,3,28600
159,2009,189000,3,26900
159,2013,155800,1,29900
159,2014,174000,3,45900
159,2014,194356,1,44900
159,2014,124350,1,40900
159,2013,110000,3,49900
159,2010,143642,3,28700
159,2017,149000,1,44900
159,2012,223500,1,30999
159,2011,220000,3,27500
159,2013,195000,1,24598
159,2014,169000,3,45800
159,2012,179500,1,28000
159,2015,268000,1,36990
159,2016,120600,1,41900
159,2014,250000,1,34900
159,2014,107629,3,47900
159,2014,214981,1,42500
159,2009,192000,1,22999
159,2010,285640,1,19990
159,2015,191000,1,43900
159,2014,167000,1,45900
159,2009,317000,1,20500
159,2014,149000,1,47900
159,2013,228015,1,33900
159,2011,155000,1,29500
159,2013,250000,1,12700
159,2012,239000,1,36500
159,2011,236888,3,32900
159,2011,224000,1,23900
159,2014,165841,1,49900
159,2012,230330,1,24800
159,2010,182540,1,26900
159,2009,116300,3,27900
159,2009,390000,1,16500
159,2009,246000,1,21500
159,2012,115000,1,42900
159,2010,160000,1,29900
159,2011,198865,1,21900
159,2011,234000,1,31900
159,2009,210000,1,13300
159,2013,198000,3,28900
159,2011,174825,1,27999
159,2010,162000,3,49900
159,2012,175124,1,28980
159,2015,119848,1,47900
159,2011,303000,1,26900
159,2012,266000,1,38900
159,2008,181000,3,25900
159,2011,148000,1,32000
159,2015,116369,1,51900
159,2009,282000,1,22000
159,2010,184117,1,23900
159,2011,187400,3,33900
159,2011,197000,5,29500
159,2009,176500,1,18900
159,2009,233000,3,19999
159,2016,80859,1,61900
159,2013,290820,1,24000
159,2011,210000,3,33900
159,2011,260000,1,24900
159,2013,195000,1,38000
159,2011,176000,3,29500
159,2015,252621,1,39900
159,2010,207774,3,27990
159,2015,165000,1,44999
159,2011,208000,1,25400
159,2016,107382,1,58500
159,2010,202000,5,36900
159,2015,130000,3,49900
159,2013,260784,1,35900
159,2014,299000,1,31800
159,2014,122000,5,39900
159,2011,315000,1,27900
159,2008,164000,3,27900
159,2009,140000,1,29500
159,2016,196953,1,39800
159,2016,163000,1,50000
159,2009,161214,3,25900
159,2014,151100,3,42901
159,2014,164484,1,52000
159,2013,249522,1,27900
159,2011,177000,3,32900
159,2012,240000,3,25900
159,2009,186000,3,29900
159,2013,165000,1,36500
159,2014,161957,1,38000
159,2011,192636,3,29500
159,2012,260000,1,19900
159,2009,198900,3,26900
159,2014,197000,1,36900
159,2010,230000,1,23900
159,2016,228000,1,42900
159,2014,249000,1,33900
159,2010,265000,1,24500
159,2009,364532,1,17500
159,2009,218000,1,21800
159,2008,231000,3,21900
159,2015,240000,1,46900
159,2009,330000,1,18800
159,2014,125000,5,44900
159,2009,212482,1,22700
159,2011,207560,3,29999
159,2010,210300,3,31900
159,2012,203000,1,33900
159,2009,281700,1,17900
159,2014,129000,1,37900
159,2015,184638,3,39900
159,2010,193698,1,22999
159,2009,220000,3,22300
159,2016,200000,1,32900
159,2009,152034,3,29900
159,2009,245954,1,23900
159,2013,92891,3,44000
159,2009,94820,1,34500
159,2010,164431,1,34000
159,2013,163602,1,36000
159,2013,181313,1,31700
159,2014,185000,1,39900
159,2016,76034,1,62000
159,2010,194714,5,32000
159,2010,233016,1,27000
159,2015,134870,3,53001
159,2009,150000,1,25999
159,2009,191499,1,23800
159,2014,197300,1,51800
159,2012,214450,1,28000
159,2017,105963,3,48000
159,2011,184200,3,31000
159,2012,234000,1,22999
159,2009,175000,3,33900
159,2010,279751,1,17500
159,2011,208000,3,35900
159,2009,174000,3,27900
159,2010,243550,1,30500
159,2011,201000,1,25900
159,2012,204000,1,27900
159,2014,193000,1,37900
159,2016,184000,1,43600
159,2015,180000,1,41899
159,2015,139000,1,38900
159,2015,204000,1,42900
159,2015,240000,1,34900
159,2009,235000,1,19900
159,2009,268532,1,22499
159,2010,318500,1,19500
159,2009,201000,1,23900
159,2010,194146,5,31900
159,2009,204000,1,22900
159,2016,133000,1,47990
159,2009,145100,3,29999
159,2009,376000,1,23900
159,2011,245000,1,21900
159,2009,133243,3,31900
159,2015,230000,1,34700
159,2011,186300,1,23800
159,2015,130000,1,42900
159,2012,200892,1,34900
159,2009,198000,3,29900
159,2010,132000,3,32900
159,2015,167300,1,43900
159,2010,234197,1,22800
159,2014,215200,1,46990
159,2009,203000,3,25900
159,2009,241200,1,23900
159,2015,153100,1,49900
159,2010,170451,1,23900
159,2009,270000,1,23500
159,2014,227000,1,33900
159,2015,225000,1,39600
159,2013,196000,1,34900
159,2012,316825,1,22000
159,2009,320000,1,18900
159,2012,178321,1,30200
159,2011,133500,1,30500
159,2013,235000,1,30900
159,2009,208000,1,20000
159,2014,239000,1,32400
159,2013,157400,1,39900
159,2011,132000,1,37800
159,2011,218000,1,28950
159,2012,202000,1,32900
159,2013,213000,1,31900
159,2010,220000,1,27000
159,2012,144125,3,35900
159,2013,208000,1,44900
159,2014,207052,1,41500
159,2014,245000,1,39700
159,2009,217000,3,28900
159,2009,152000,3,25999
159,2009,258000,1,20900
159,2012,305000,1,26500
159,2010,245000,1,24900
159,2011,277000,5,27900
159,2015,139030,1,55000
159,2013,124013,1,39000
159,2013,155742,1,32900
159,2010,223000,1,25900
159,2010,195000,3,25990
159,2017,38237,3,76000
159,2011,246000,1,20900
159,2014,113200,3,54900
159,2013,237000,3,34900
159,2014,221200,1,34900
159,2016,163180,1,44500
159,2013,218000,1,36900
159,2009,135000,3,28900
159,2011,181000,1,24900
159,2014,207000,1,38900
159,2009,93000,3,30499
159,2011,191000,1,26999
159,2015,189000,1,43900
159,2011,275500,1,26900
159,2011,267000,1,27900
159,2016,207000,1,38600
159,2010,254000,1,21900
159,2010,228000,1,21500
159,2014,211100,1,48500
159,2010,180000,3,31900
159,2013,245000,1,29900
159,2012,189745,1,32777
159,2014,188000,1,44900
159,2010,200000,3,32900
159,2015,232300,1,37900
159,2010,230000,1,23900
159,2010,175000,1,29900
159,2015,171000,1,49000
159,2009,256741,3,24900
159,2010,252411,1,24900
159,2014,149000,1,39900
159,2009,164900,3,28900
159,2009,190000,1,24900
159,2009,239850,1,21400
159,2009,241000,1,22999
159,2014,145800,1,38700
159,2016,127900,1,57900
159,2014,170000,1,39500
159,2016,57342,3,65900
159,2014,155000,1,39900
159,2009,290000,1,23900
159,2010,224000,1,21500
159,2013,121000,1,37600
159,2011,225000,1,22900
159,2010,163000,3,29900
159,2012,161500,1,28000
159,2017,119000,1,55300
159,2010,180000,3,25750
159,2009,220504,3,30900
159,2010,266000,1,24900
159,2011,191252,1,27999
159,2009,252000,1,23000
159,2015,186500,1,37900
159,2011,186933,1,30900
159,2009,123348,3,29000
159,2009,196529,5,28000
159,2011,274000,1,20500
159,2015,92000,3,49900
159,2014,232132,1,35999
159,2016,154212,1,54900
159,2010,220000,1,25900
159,2009,172700,5,26999
159,2013,240000,1,29900
159,2015,120000,3,49900
159,2009,182000,3,27900
159,2010,205000,3,23900
159,2016,185000,3,54120
159,2009,318000,1,22999
159,2009,168000,3,31900
159,2008,219901,1,27900
159,2012,240000,3,27999
159,2012,186588,1,28600
159,2016,176700,1,44900
159,2013,283000,1,26900
159,2014,265000,1,37000
159,2010,178000,3,29900
159,2009,240000,1,20000
159,2011,111900,1,30990
159,2014,205000,1,39900
159,2017,236868,1,32800
159,2014,191000,1,41500
159,2013,199000,1,39900
159,2014,186000,1,39900
159,2009,131000,3,26700
159,2015,221602,1,34900
159,2011,197000,1,31900
159,2009,181891,3,32400
159,2014,208700,1,42500
159,2014,260000,1,35900
159,2014,150000,1,49900
159,2009,173000,3,22900
159,2010,189000,3,27900
159,2010,280000,1,15600
159,2014,84000,1,59900
159,2010,247881,1,24000
159,2011,182512,1,29000
159,2016,200000,1,38900
159,2009,110730,3,31000
159,2010,194032,1,32000
159,2014,221067,5,35500
159,2009,147000,3,30900
159,2011,265000,1,26000
159,2017,129000,1,49900
159,2008,155000,1,23500
159,2011,190000,3,51000
159,2014,168000,1,45500
159,2010,195000,1,26900
159,2010,195908,3,31000
159,2009,202000,3,22900
159,2010,282000,1,24900
159,2011,126844,3,32900
159,2010,178400,3,31400
159,2015,190000,1,40900
159,2011,171000,3,32900
159,2010,168134,1,28300
159,2010,244319,1,28700
159,2016,117000,1,56900
159,2009,197200,1,22500
159,2010,245000,1,23900
159,2009,124221,3,28900
159,2010,200000,1,29900
159,2012,278545,5,36999
159,2016,195000,1,47500
159,2011,253900,1,32000
159,2010,252000,1,22000
159,2015,201612,1,42000
159,2013,280000,1,24500
159,2014,300000,1,29900
159,2014,174000,1,39900
159,2013,192421,3,29900
159,2009,160000,3,29999
159,2009,221700,1,24450
159,2010,148722,3,35950
159,2014,197749,1,39237
159,2011,187000,1,33900
159,2010,180000,1,28000
159,2012,116000,1,35900
159,2011,184000,3,37400
159,2011,274510,3,28900
159,2016,119000,1,45900
159,2013,220000,1,31999
159,2009,229000,1,19500
159,2011,176000,3,24900
159,2017,87675,3,52600
159,2017,84000,3,54900
159,2016,158000,1,64900
159,2010,217000,1,23500
159,2009,222740,1,19900
159,2014,112600,1,51900
159,2011,179549,1,26000
159,2011,120225,3,54000
159,2009,220000,3,25900
159,2012,208000,1,29900
159,2009,298000,1,16800
159,2009,209123,3,27400
159,2009,199000,1,16999
159,2010,166000,3,28900
159,2016,172000,1,64900
159,2016,184876,1,39700
159,2012,212400,3,35900
159,2010,155226,3,29900
159,2008,133896,3,37900
159,2014,153460,1,46900
159,2009,213400,1,21900
159,2009,152000,1,33900
159,2014,203000,1,34900
159,2014,198518,1,43900
159,2009,204900,1,23900
159,2013,132000,1,42900
159,2011,185000,1,21900
159,2011,260000,1,21999
159,2009,130000,3,28990
159,2011,204394,1,23900
159,2012,195093,1,24900
159,2012,222800,1,27900
159,2015,215000,1,39900
159,2009,189431,3,29400
159,2010,151389,1,25600
159,2010,223121,1,25600
159,2009,180000,3,29900
159,2010,234000,1,28900
159,2014,144620,1,45800
159,2012,214000,1,26500
159,2015,223111,1,44900
159,2008,165609,3,27800
159,2017,205307,1,41800
159,2010,253000,3,31900
159,2011,197000,1,29900
159,2015,280000,1,33500
159,2014,250000,1,39900
159,2010,81000,3,34900
159,2014,210508,1,41500
159,2013,73000,3,42000
159,2008,169895,3,25900
159,2017,95676,1,56900
159,2015,172000,1,44900
159,2009,232000,1,26900
159,2012,228000,1,34900
159,2009,231009,1,26500
159,2011,201000,1,34900
159,2009,89684,3,36000
159,2011,187634,3,25000
159,2011,200000,1,25800
159,2008,215359,5,30000
159,2015,185000,1,38000
159,2013,134147,1,37000
159,2012,108000,5,42900
159,2009,161000,1,26999
159,2014,230000,3,50500
159,2010,164431,1,34000
159,2009,151859,5,28000
159,2011,197670,3,26500
159,2009,195000,1,22900
159,2009,248221,1,22700
159,2016,136667,1,49001
159,2011,188000,1,31900
159,2015,103592,3,59000
159,2013,136000,3,36999
159,2010,172000,3,25000
159,2009,224536,1,24357
159,2013,199000,1,33400
159,2009,155885,3,30000
159,2010,171664,1,27999
159,2009,209354,3,23900
159,2014,209800,1,37900
159,2009,164000,3,29900
159,2014,84047,3,55800
159,2009,208000,3,25900
159,2015,82425,1,50000
159,2009,198000,3,30900
159,2014,209800,1,37900
159,2009,164000,3,29900
159,2014,84047,3,55800
159,2009,208000,3,25900
159,2015,82425,1,50000
159,2009,198000,3,30900
159,2013,201372,1,39000
159,2014,190000,1,38800
159,2009,200000,1,29900
159,2009,200000,3,28999
159,2017,112555,1,84900
159,2013,129700,3,49900
159,2016,106696,3,49000
159,2015,206000,1,43900
159,2015,154000,1,42000
159,2009,199000,1,20900
159,2009,299981,1,20000
159,2010,299000,1,20900
159,2010,79535,3,38500
159,2009,270000,1,26900
159,2010,249000,1,19900
159,2009,226379,3,21000
159,2009,120000,3,31900
159,2016,179500,1,44900
159,2016,170000,3,57900
159,2011,193000,1,32998
159,2009,169780,1,22900
159,2010,225000,1,23900
159,2011,188000,1,31900
159,2012,260000,1,23600
159,2015,186000,1,44900
159,2012,149000,3,31900
159,2015,116828,3,57900
159,2010,298100,1,27990
159,2009,138000,3,29900
159,2010,93000,1,31000
159,2013,177618,1,48000
159,2015,193000,1,41900
159,2011,148915,3,37000
159,2011,199521,1,24700
159,2013,200000,1,32800
159,2010,149000,3,25900
159,2016,89803,1,53000
159,2015,215000,1,39900
159,2010,260000,1,25000
159,2009,185000,3,18500
159,2014,130608,1,47000
159,2015,227855,1,44950
159,2011,265000,1,21800
159,2009,156000,5,32900
159,2015,108000,1,38900
159,2009,155000,3,25900
159,2009,175000,3,25900
159,2016,141000,1,48900
159,2012,120000,1,34900
159,2016,233000,1,55900
159,2013,160900,1,34500
159,2012,193000,1,27500
159,2011,246100,1,23900
159,2009,280000,1,22140
159,2010,238000,1,23900
159,2009,217000,3,27900
159,2013,136642,3,57000
159,2016,206800,1,52900
159,2015,225000,1,46900
159,2010,246000,1,29900
159,2009,151000,3,26500
159,2015,155000,1,45000
159,2012,219193,1,35555
159,2016,208000,1,44800
159,2012,171269,1,32900
159,2010,246900,1,24000
159,2010,292000,5,40000
159,2012,296000,3,30900
159,2014,170000,1,44700
159,2010,207218,1,22700
159,2012,76000,3,35500
159,2013,211608,1,44900
159,2013,78890,3,46500
159,2008,248234,1,24500
159,2013,171000,1,27999
159,2010,186164,1,30900
159,2009,220000,3,29900
159,2016,106000,1,46900
159,2010,239000,1,21900
159,2011,275000,1,18800
159,2009,177000,1,26900
159,2011,219000,1,28600
159,2011,189000,1,22900
159,2015,163923,1,46002
159,2016,199000,1,39900
159,2011,161070,3,47900
159,2010,194000,1,22700
159,2009,163000,1,25900
159,2011,284400,1,23900
159,2015,201009,1,39500
159,2016,141000,1,58000
159,2013,79000,1,39000
159,2014,110000,1,41900
159,2015,165698,1,44900
159,2015,148450,1,45700
159,2011,191000,1,34900
159,2015,72145,1,48001
159,2013,221000,1,28950
159,2010,290000,3,22900
159,2009,174000,1,20000
159,2011,93000,3,37900
159,2012,153800,3,50900
159,2014,252000,1,38900
159,2010,209000,1,24900
159,2009,190000,1,26800
159,2013,111759,3,47900
159,2009,240000,5,24990
159,2010,246000,1,22900
159,2009,284260,5,22900
159,2013,185000,1,39052
159,2011,197970,1,27456
159,2012,227000,1,30900
159,2011,259000,3,36900
159,2012,210000,1,27699
159,2014,81000,3,78000
159,2014,178912,1,39500
159,2014,220000,5,42222
159,2011,251000,1,25900
159,2009,176000,3,24000
159,2015,180000,1,36900
159,2014,185000,1,43900
159,2010,214000,1,25900
159,2011,197000,1,27900
159,2012,301000,1,22000
159,2015,288277,1,33900
159,2013,182392,1,45900
159,2015,97400,1,49900
159,2009,257000,1,23900
159,2009,257000,1,22900
159,2016,98000,1,44900
159,2012,234000,3,31900
159,2014,90000,1,44000
159,2009,290000,5,21500
159,2010,259000,1,24900
159,2012,198000,1,29900
159,2015,217677,1,43800
159,2017,215762,1,48900
159,2011,182300,1,25900
159,2011,142247,3,40500
159,2009,210000,3,22500
159,2012,159000,1,29900
159,2015,158000,1,39500
159,2010,132000,3,32900
159,2010,270000,1,21000
159,2012,185788,1,32900
159,2014,251322,1,29999
159,2009,335000,1,18900
159,2015,107135,1,48025
159,2014,200000,1,39900
159,2011,183000,3,31900
159,2011,223000,1,25900
159,2009,297000,1,19000
159,2011,187421,3,28700
159,2016,184200,1,46800
159,2014,202000,1,38800
159,2016,128452,1,47900
159,2009,190000,3,27900
159,2010,179000,1,26900
159,2016,108000,1,47000
159,2009,350000,1,14500
159,2015,162000,1,43999
159,2016,66000,1,43000
159,2009,149021,3,25900
159,2009,376000,1,18500
159,2009,376000,1,18500
159,2009,357000,1,18500
159,2009,376000,1,18500
159,2009,213000,1,24900
159,2013,189700,1,33900
159,2009,189000,3,25500
159,2009,290000,1,21900
159,2015,152000,1,47900
159,2010,268757,1,21500
159,2013,119000,1,36500
159,2011,246898,1,29787
159,2014,120000,1,43000
159,2014,242000,1,34999
159,2009,141000,3,30555
159,2015,182300,1,42000
159,2011,195200,3,39900
159,2009,175000,3,24999
159,2009,60108,3,28500
159,2009,181000,3,22000
159,2009,188639,1,21800
159,2009,302214,1,19900
159,2014,89000,1,43900
159,2017,135625,1,57900
159,2009,258756,1,24900
159,2010,273000,3,32000
159,2014,202000,1,42900
159,2017,118400,1,59900
159,2008,171000,3,27990
159,2009,255841,1,26900
159,2010,199000,1,21300
159,2012,234000,1,24990
159,2012,155000,1,32000
159,2015,227000,1,39900
159,2012,260000,3,33750
159,2012,359977,1,27999
159,2010,162000,1,24900
159,2010,178000,1,24900
159,2016,15200,3,67900
159,2011,195665,1,25900
159,2015,190000,1,40900
159,2009,297000,1,18700
159,2011,283000,1,25900
159,2010,236239,1,29900
159,2011,270000,1,24000
159,2011,230118,1,23900
159,2009,194832,1,26900
159,2013,230000,1,28000
159,2010,253000,1,24500
159,2009,236500,5,29900
159,2009,122046,3,28900
159,2010,210000,3,24900
159,2012,166000,1,34900
159,2011,252200,1,24000
159,2009,240000,3,24900
159,2011,157801,1,39950
159,2011,229000,1,24800
159,2015,223000,1,44900
159,2012,203546,1,26999
159,2009,228000,1,25900
159,2016,180000,1,34900
159,2016,92500,3,49900
159,2014,159000,1,39900
159,2013,226000,1,36500
159,2015,96000,1,43900
159,2009,278000,1,21500
159,2016,198000,1,34999
159,2015,226932,1,47847
159,2009,177000,3,24900
159,2014,196000,1,37500
159,2010,248300,1,25800
159,2009,245000,1,20920
159,2008,127555,5,28800
159,2009,200497,1,24900
159,2011,221000,1,23900
159,2016,173000,3,51500
159,2016,87000,1,54900
159,2014,187720,1,35900
159,2010,221600,1,24500
159,2009,280680,1,18000
159,2015,185666,3,45795
159,2016,178000,1,44900
159,2011,217200,1,24900
159,2009,247000,1,17700
159,2010,142000,1,26000
159,2012,276090,1,24900
159,2015,222000,1,43911
159,2015,192000,3,59800
159,2009,221381,1,26900
159,2012,207500,1,26900
159,2013,220000,1,32900
159,2016,211000,1,39900
159,2010,161000,3,35900
159,2009,110000,3,27900
159,2009,310000,1,18000
159,2012,192010,1,27900
159,2009,254100,3,27900
159,2009,125000,3,27900
159,2015,171000,1,49900
159,2013,307000,1,27950
159,2015,33700,3,63900
159,2009,166500,1,28900
159,2015,142000,1,37700
159,2010,232160,1,24999
159,2009,182000,3,27900
159,2014,120000,3,46800
159,2010,189000,1,27999
159,2009,211000,1,17700
159,2012,156000,3,25400
159,2010,265000,1,19900
159,2009,128000,3,32900
159,2011,172350,3,34900
159,2009,203000,3,29900
159,2009,198000,3,31900
159,2010,280000,3,25700
159,2009,224632,3,22900
159,2011,188000,1,25500
159,2012,236000,1,30500
159,2008,182000,1,27900
159,2010,263000,1,24500
159,2013,261000,1,35900
159,2010,182359,3,24500
159,2012,198521,1,22500
159,2009,109000,3,26300
159,2014,160000,1,36900
159,2010,205000,3,23900
159,2016,167000,1,39999
159,2012,222000,3,32900
159,2014,150000,1,40900
159,2011,224813,3,28900
159,2011,203000,3,25900
159,2012,260000,1,19900
159,2013,202000,1,25800
159,2013,158000,1,35900
159,2014,162857,1,39990
159,2009,180000,3,24999
159,2015,274000,1,29800
159,2013,198706,1,9200
159,2010,226500,1,29000
159,2011,160000,3,28000
159,2009,299000,1,22700
159,2015,198909,1,37999
159,2016,131500,1,60900
159,2010,229000,1,26500
159,2010,266283,1,25900
159,2011,188741,3,27900
159,2009,197000,1,27500
159,2009,159000,3,26000
159,2013,172600,1,37900
159,2013,315000,1,36400
159,2011,153800,3,33900
159,2016,138000,1,48900
159,2014,225300,1,29900
159,2008,129000,3,29999
159,2017,219000,1,49900
159,2009,194000,3,31900
159,2012,182100,1,30900
159,2013,256000,1,26500
159,2016,97200,3,52900
159,2011,257000,1,21900
159,2011,174500,1,26000
159,2011,120000,1,24500
159,2011,183750,1,25900
159,2015,220000,1,43900
159,2009,352000,1,17900
159,2008,136000,3,23900
159,2016,54000,3,67800
159,2010,163000,1,28700
159,2015,191000,1,37900
159,2016,65000,1,48500
159,2017,60000,3,64500
159,2016,89780,3,60900
159,2010,199000,3,30900
159,2011,131600,1,36000
159,2012,230000,1,26900
159,2010,204000,1,26500
159,2014,227590,1,32900
159,2013,170000,1,36500
159,2009,172845,1,25500
159,2015,195000,1,41800
159,2011,127000,3,33900
159,2009,91500,3,20000
159,2010,199000,1,21999
159,2016,138000,1,48900
159,2014,225300,1,29900
159,2008,129000,3,29999
159,2017,219000,1,49900
159,2009,194000,3,31900
159,2012,182100,1,30900
159,2013,256000,1,26500
159,2016,97200,3,52900
159,2011,257000,1,21900
159,2011,174500,1,26000
159,2011,120000,1,24500
159,2011,183750,1,25900
159,2015,220000,1,43900
159,2009,352000,1,17900
159,2008,136000,3,23900
159,2016,54000,3,67800
159,2010,163000,1,28700
159,2015,191000,1,37900
159,2016,65000,1,48500
159,2017,60000,3,64500
159,2016,89780,3,60900
159,2010,199000,3,30900
159,2011,131600,1,36000
159,2012,230000,1,26900
159,2010,204000,1,26500
159,2014,227590,1,32900
159,2013,170000,1,36500
159,2009,172845,1,25500
159,2015,195000,1,41800
159,2011,127000,3,33900
159,2009,91500,3,20000
159,2010,199000,1,21999
159,2016,138000,1,48900
159,2014,225300,1,29900
159,2008,129000,3,29999
159,2017,219000,1,49900
159,2009,194000,3,31900
159,2012,182100,1,30900
159,2013,256000,1,26500
159,2016,97200,3,52900
159,2011,257000,1,21900
159,2011,174500,1,26000
159,2011,120000,1,24500
159,2011,183750,1,25900
159,2015,220000,1,43900
159,2009,352000,1,17900
159,2008,136000,3,23900
159,2016,54000,3,67800
159,2010,163000,1,28700
159,2015,191000,1,37900
159,2016,65000,1,48500
159,2017,60000,3,64500
159,2016,89780,3,60900
159,2010,199000,3,30900
159,2011,131600,1,36000
159,2012,230000,1,26900
159,2010,204000,1,26500
159,2014,227590,1,32900
159,2013,170000,1,36500
159,2009,172845,1,25500
159,2015,195000,1,41800
159,2011,127000,3,33900
159,2009,91500,3,20000
159,2010,199000,1,21999
159,2016,138000,1,48900
159,2014,225300,1,29900
159,2008,129000,3,29999
159,2017,219000,1,49900
159,2009,194000,3,31900
159,2012,182100,1,30900
159,2013,256000,1,26500
159,2016,97200,3,52900
159,2011,257000,1,21900
159,2011,174500,1,26000
159,2011,120000,1,24500
159,2011,183750,1,25900
159,2015,220000,1,43900
159,2009,352000,1,17900
159,2008,136000,3,23900
159,2016,54000,3,67800
159,2010,163000,1,28700
159,2015,191000,1,37900
159,2016,65000,1,48500
159,2017,60000,3,64500
159,2016,89780,3,60900
159,2010,199000,3,30900
159,2011,131600,1,36000
159,2012,230000,1,26900
159,2010,204000,1,26500
159,2014,227590,1,32900
159,2013,170000,1,36500
159,2009,172845,1,25500
159,2015,195000,1,41800
159,2011,127000,3,33900
159,2009,91500,3,20000
159,2010,199000,1,21999
302,2007,250000,1,5990
302,2007,229000,1,14900
302,2008,253477,1,9999
302,2008,230000,1,19500
302,2007,208700,5,14900
302,2006,240000,1,8900
302,2005,260918,1,11000
302,2004,226012,5,6500
302,2005,143000,3,15998
302,2007,330000,5,12900
302,2007,315142,1,13900
302,2007,245626,3,11900
302,2002,198000,3,9900
302,2007,180000,3,18900
302,2006,170000,3,12500
302,2002,271000,5,7900
302,2005,149000,3,13900
302,2007,208000,3,15900
302,2006,247000,1,14999
302,2008,237000,1,12999
302,2005,198000,3,7999
302,2007,223000,5,13900
302,2008,187000,3,12900
302,2004,207713,3,14999
302,2006,197193,1,15600
302,2008,310000,1,8900
302,2004,122000,3,9900
302,2006,218400,3,15999
302,2007,253000,1,7500
302,2008,276795,1,9000
