model,year,mileage,fuel,price
287,2006,257000,1,15900
287,2008,265000,1,37900
287,2010,293614,1,29800
287,2005,475000,1,15500
287,2012,349900,1,25900
287,2006,235265,1,19999
287,2011,360000,1,34900
287,2008,222850,3,39999
287,2005,121877,1,17400
287,2003,285500,1,19950
287,2008,210000,1,24900
287,2003,290000,1,21999
287,2009,202000,1,26500
287,2009,325108,1,20910
287,2007,266832,3,31000
287,2004,198000,1,25700
287,2006,365304,1,19900
287,2008,399898,1,32900
287,2011,219000,1,49900
287,2009,299000,1,22900
287,2003,320000,1,18700
287,2010,602112,3,22900
287,2005,246200,1,19900
287,2005,268000,1,18999
287,2012,152150,1,47900
287,2010,170000,3,48900
287,2012,213225,1,29990
287,2012,137728,1,57900
287,2009,256513,1,36900
287,2005,214258,1,23600
287,2012,268600,1,34900
287,2009,341284,1,29999
287,2011,185000,1,49900
287,2006,420000,1,13600
287,2012,270000,1,54000
287,2008,352000,1,33500
287,2007,354196,1,21000
287,2007,244000,1,27999
287,2009,226000,3,35999
287,2013,159000,1,49900
287,2014,307000,1,51900
287,2013,400500,1,21000
287,2007,287000,1,29500
287,2007,450000,1,23900
287,2008,270000,1,24900
287,2007,210000,1,24900
287,2011,176400,1,35900
287,2012,249000,1,61377
287,2014,199000,1,61900
287,2013,379000,1,40900
287,2007,290000,3,31800
287,2008,134000,1,11900
287,2014,169000,1,79900
287,2014,255000,1,35999
287,2007,333000,1,22999
287,2003,324000,1,15800
287,2009,218000,1,31900
287,2009,367147,1,29800
287,2006,239000,1,14900
287,2004,308000,1,15990
287,2010,238000,1,43900
287,2007,353900,1,24900
287,2009,347000,1,25999
287,2010,343000,1,33500
287,2005,250000,1,18700
287,2021,1,1,156208
287,2021,1,1,156208
287,2021,1,1,150058
287,2021,1,1,170722
287,2021,1,1,162358
287,2016,88000,1,69900
287,2013,99999,1,123000
287,2015,184200,1,61500
287,2017,126000,1,89900
287,2022,1,1,160900
287,2018,150000,1,58800
287,2018,325018,1,62000
287,2016,232000,1,65900
287,2015,95000,1,73900
287,2018,206500,1,104550
287,2019,189820,1,94900
287,2016,288000,1,66000
287,2019,23000,1,111000
287,2021,5600,1,199900
287,2021,17100,1,204900
287,2020,85000,1,89500
287,2022,1,1,155898
287,2022,1,1,143584
287,2022,1,1,146664
287,2017,140000,1,72000
287,2018,110200,1,98200
287,2021,1,1,148582
287,2021,1,1,156208
287,2018,190000,1,86100
287,2018,133000,1,125000
287,2022,10,1,206000
287,2017,80912,1,77900
287,2022,1,1,134763
287,2022,10,1,149076
287,2016,140200,1,72570
287,2017,141012,1,91758
287,2015,71709,1,79950
287,2017,124500,1,69900
287,2019,99999,1,99015
287,2019,102000,1,81500
287,2018,130000,1,83640
287,2019,69118,1,154900
287,2017,129800,1,89175
287,2018,121737,1,86800
287,2017,342000,1,69900
287,2019,66000,1,123000
287,2021,5,1,139752
287,2021,5,1,156492
287,2019,84000,1,81900
287,2018,47600,1,87500
287,2021,1,1,284000
287,2017,110000,1,69000
287,2019,98000,1,93900
287,2016,296626,1,37900
287,2020,48000,1,105000
287,2018,55000,1,79900
287,2021,5,1,148700
287,2017,280409,1,77900
287,2019,32000,1,118499
287,2018,195000,1,79900
287,2022,1,1,123900
287,2022,1,1,143639
287,2016,468000,1,39027
287,2021,1,1,140000
287,2021,1,1,129729
287,2019,176000,1,88900
287,2017,109000,1,142000
287,2019,111318,1,110700
287,2016,148000,1,65067
287,2016,244000,1,49900
287,2017,212000,1,84870
287,2018,79600,1,95900
287,2017,114789,1,101900
287,2021,5,1,141999
287,2018,116000,1,89790
287,2014,147000,1,79899
287,2015,261000,1,62730
287,2018,142388,1,84800
287,2020,37451,1,149900
287,2019,139984,1,93900
287,2018,68000,1,115999
287,2019,138500,1,81900
287,2016,229000,1,65928
287,2018,96194,1,93900
287,2017,144500,1,55000
287,2015,210000,1,49815
287,2018,390000,1,63000
287,2016,87000,1,73500
287,2017,192000,1,69900
287,2018,96811,1,91900
287,2017,136725,1,69900
287,2021,10,1,157900
287,2017,313780,1,71900
287,2017,130000,1,72900
287,2018,54407,1,91635
287,2018,180000,1,79990
287,2021,1,1,129729
287,2019,176000,1,88900
287,2017,109000,1,142000
287,2019,111318,1,110700
287,2016,148000,1,65067
287,2016,244000,1,49900
287,2017,212000,1,84870
287,2018,79600,1,95900
287,2017,114789,1,101900
287,2021,5,1,141999
287,2018,116000,1,89790
287,2014,147000,1,79899
287,2015,261000,1,62730
287,2018,142388,1,84800
287,2020,37451,1,149900
287,2019,139984,1,93900
287,2018,68000,1,115999
287,2019,138500,1,81900
287,2016,229000,1,65928
287,2018,96194,1,93900
287,2017,144500,1,55000
287,2015,210000,1,49815
287,2018,390000,1,63000
287,2016,87000,1,73500
287,2017,192000,1,69900
287,2018,96811,1,91900
287,2017,136725,1,69900
287,2021,10,1,157900
287,2017,313780,1,71900
287,2017,130000,1,72900
287,2018,54407,1,91635
287,2018,180000,1,79990
294,2012,105287,3,21900
294,2008,127407,3,10900
294,2012,90791,3,20900
294,2011,145831,3,12900
294,2009,176000,3,10900
294,2010,93500,1,10500
294,2010,131000,3,8400
294,2009,164797,3,13400
294,2013,79000,5,16300
294,2013,149000,3,15999
294,2009,169400,3,8900
294,2009,140000,3,18000
294,2009,83000,3,11900
294,2010,116000,1,8999
294,2009,170000,3,9800
294,2010,170190,3,10900
294,2009,163855,3,9900
294,2009,127000,3,10800
294,2012,140000,3,10900
294,2009,114000,3,8800
294,2009,94500,3,10900
294,2012,124500,3,17900
294,2010,160000,3,12000
294,2014,55000,3,18700
294,2008,174000,3,10950
294,2012,138000,3,11699
294,2008,108240,3,9900
294,2012,110000,3,13900
294,2008,190000,3,9900
294,2011,122000,3,19500
294,2013,78000,3,16700
294,2011,185000,1,10900
294,2008,176000,3,9900
294,2010,195000,3,9999
294,2010,119283,3,20500
294,2009,170000,3,11500
294,2008,129000,3,8900
294,2010,96400,5,10999
294,2010,160000,3,10400
294,2011,182522,3,9500
294,2007,169000,3,11900
294,2012,202000,3,12800
294,2011,132000,3,9900
294,2010,94040,3,16500
294,2009,98000,3,12900
294,2012,104489,3,15900
294,2010,158000,3,10200
294,2008,190000,3,9700
294,2009,177161,3,9500
294,2007,160840,5,9100
294,2011,206000,3,8990
294,2012,148277,3,14900
294,2009,201890,1,7200
294,2009,44000,3,8900
294,2008,176000,3,8100
294,2012,179000,3,16900
294,2009,176000,3,10900
294,2008,174254,3,9500
294,2009,178000,3,8900
294,2008,185036,3,7499
294,2007,170000,3,9900
294,2007,248000,1,7900
294,2011,90600,3,8700
294,2007,129546,3,8300
294,2008,136000,3,11900
294,2009,197000,3,8900
294,2013,109000,3,16900
294,2008,156696,3,9250
294,2013,110000,3,12999
294,2009,153000,3,8900
294,2011,183100,3,9000
294,2011,193253,1,12400
294,2011,113000,3,10800
294,2009,180000,3,10900
294,2011,99999,3,10999
294,2010,121000,3,10700
294,2008,184000,1,6700
294,2008,194159,3,8600
294,2011,68500,3,16800
294,2009,145452,3,6900
294,2009,134000,3,9999
294,2010,214000,1,11000
294,2008,104400,1,12500
294,2010,111151,3,9900
294,2008,42990,3,12900
294,2008,158167,3,12999
294,2012,213000,1,13000
294,2014,43000,3,17999
294,2008,141000,3,9500
294,2011,143000,3,9900
294,2008,140000,3,8500
294,2012,68000,3,16500
294,2008,196000,3,8900
294,2009,186200,3,9900
294,2011,105000,3,11900
294,2011,125000,3,11500
294,2010,134387,3,11456
294,2009,113000,3,8000
294,2007,107362,3,7700
294,2013,118000,3,12999
294,2010,99999,3,6999
294,2013,97000,3,12999
294,2008,133000,3,5900
294,2011,128000,3,10999
294,2010,177149,1,11800
294,2014,40600,3,16900
294,2013,135918,3,16500
294,2010,92000,3,11900
294,2008,169378,3,7190
294,2009,127000,3,7100
294,2007,151000,3,11900
294,2008,122000,3,8800
294,2009,112108,5,19000
294,2010,68500,1,11300
294,2013,169000,3,13900
294,2009,195000,1,8200
294,2007,123000,3,8699
294,2012,89000,3,20500
294,2014,144135,3,13900
294,2013,149000,3,14900
294,2007,102000,3,6999
294,2010,109000,3,7999
294,2013,194029,1,14500
294,2014,123000,3,15990
294,2008,165000,3,7500
294,2008,138800,1,10200
294,2014,157350,3,13500
294,2009,210000,3,6400
294,2015,38751,3,27900
294,2015,50179,3,28500
294,2016,76062,3,33900
294,2014,74729,3,25500
294,2018,10352,3,29900
294,2015,35247,3,27900
294,2014,102000,3,27500
294,2017,19216,3,28000
294,2017,53400,3,26900
294,2017,88700,3,28900
294,2014,50150,3,32900
294,2014,72300,3,19500
294,2016,65201,3,25500
294,2014,26000,3,19900
294,2015,59361,3,33900
294,2015,75116,3,20999
294,2014,100000,3,20900
294,2016,65000,3,26900
294,2018,69871,3,24999
294,2019,23104,3,27900
294,2018,25674,3,28900
294,2016,63000,3,29900
294,2015,110140,3,19900
294,2016,106000,3,24000
294,2014,62000,3,22000
294,2017,44000,3,31500
294,2019,2500,3,35999
294,2014,46658,3,30900
294,2020,27000,3,34900
294,2015,51000,3,23800
294,2016,38000,3,25900
294,2014,84000,3,23000
327,2019,10000,2,85900
327,2013,112000,2,35700
327,2013,75000,2,36700
327,2018,60000,2,57900
327,2018,9945,2,79900
327,2018,19357,2,74900
327,2020,16800,2,112900
327,2020,12227,2,114900
327,2020,14792,2,114900
327,2018,20273,2,83900
327,2018,12100,2,78900
327,2018,6000,2,65900
327,2018,11254,2,78900
327,2021,5,2,130500
327,2015,62000,2,46550
327,2020,6314,2,109900
327,2021,7,2,135400
327,2020,14000,2,110900
327,2021,10,2,145300
327,2015,150000,2,36898
327,2018,9928,2,77900
327,2020,58,2,120000
327,2020,1000,2,125500
327,2020,8000,2,52400
327,2018,28705,2,78800
327,2021,1,2,125900
327,2020,1000,2,121900
327,2016,65935,2,59900
327,2019,30000,2,69900
327,2021,498,2,139900
327,2021,2,2,130100
327,2021,10,2,135500
327,2020,9000,2,85000
327,2013,59000,2,44900
327,2021,5,2,136900
327,2021,5,2,107500
327,2021,5,2,110700
327,2018,17200,2,86900
327,2018,11000,2,78900
327,2018,18000,2,77900
327,2021,5,2,107500
327,2021,5,2,110700
327,2020,7000,2,80000
327,2018,40402,2,24500
327,2016,89549,2,42900
327,2021,621,2,104900
327,2018,29000,2,95000
327,2021,5,2,110300
327,2020,499,2,119999
327,2021,7,2,132000
327,2018,16444,2,82900
327,2020,26659,2,119900
327,2018,5000,2,89900
327,2019,15000,2,69900
327,2019,18000,2,73900
327,2015,22900,2,48900
327,2020,10,2,127900
327,2016,62000,2,51999
327,2016,73000,2,51999
327,2015,50000,2,22500
327,2020,28800,2,89667
327,2020,1,2,120900
327,2015,67000,2,41000
327,2017,28475,2,59999
50,2015,90229,4,64500
50,2016,114455,3,56000
50,2015,100000,3,47900
50,2018,60066,5,76501
50,2018,54500,3,54000
50,2018,78113,4,83900
50,2016,120679,3,56000
50,2015,120000,3,49900
50,2015,53442,1,52900
50,2016,169000,1,47900
50,2015,48500,3,54500
50,2016,77338,3,46900
50,2015,89213,1,46500
50,2014,56437,3,48500
50,2013,97000,4,55900
50,2017,56000,3,52900
50,2015,49233,3,48000
50,2016,60000,4,78000
50,2016,21000,3,52700
50,2015,109355,1,43100
50,2018,65498,3,66900
50,2013,101737,3,45900
50,2016,83309,3,49500
50,2015,55914,3,53500
50,2013,88765,3,40500
50,2015,133271,4,73500
50,2015,20492,3,59000
50,2015,93342,3,53501
50,2016,132136,4,52000
50,2014,265000,1,28900
50,2017,13496,3,70900
50,2018,46797,4,72999
50,2014,111502,4,56000
50,2014,187590,3,44900
50,2013,62000,3,33400
50,2013,160000,3,42900
50,2017,56770,4,75500
50,2014,74673,1,52500
50,2018,79295,1,51900
50,2014,79528,1,45900
50,2015,185000,1,38700
50,2018,91350,1,51500
50,2017,113468,4,72900
50,2018,129958,4,72900
50,2018,64436,1,59990
50,2016,52470,3,61900
50,2018,139000,3,56900
50,2014,109982,4,59500
50,2014,139460,3,42900
50,2018,69737,3,50001
50,2016,200000,1,35600
50,2014,182000,3,44900
50,2018,71124,3,62900
50,2015,117834,1,49500
50,2015,174000,4,57900
50,2016,88016,3,63900
50,2015,89000,3,49900
50,2018,61366,3,69900
50,2018,179601,4,69900
50,2013,162500,1,37500
50,2016,127400,3,49500
50,2018,46945,1,57300
50,2013,262000,4,43500
50,2015,133048,4,69900
50,2018,67000,3,58900
50,2018,34210,3,73900
50,2015,185000,3,51800
50,2018,139000,4,56900
50,2017,109200,3,65900
50,2013,150700,1,38900
50,2018,102000,4,73500
50,2018,83563,3,58900
50,2013,89849,1,46900
50,2018,144300,1,47900
50,2017,155000,1,46999
50,2018,82504,1,53000
50,2018,110068,5,72000
50,2018,120221,3,66900
50,2012,249000,5,29000
50,2013,225000,3,21525
50,2017,104841,4,78900
50,2017,118404,3,65900
50,2016,106663,4,76900
50,2014,180000,1,36900
50,2018,139674,4,75900
50,2016,135000,1,48900
50,2018,47236,3,61900
50,2017,103850,3,49900
50,2017,90000,1,52700
50,2014,185000,5,43900
50,2013,129886,3,46000
50,2018,220000,4,64399
50,2013,94000,3,45900
50,2014,151000,1,33900
50,2017,189000,5,39999
50,2018,186046,5,63900
50,2012,139000,3,37999
50,2018,197760,4,62900
50,2017,139000,3,75030
50,2017,47000,3,49900
50,2016,181253,4,65900
50,2017,126863,3,65900
50,2016,59000,4,73900
50,2014,45498,3,42999
50,2018,49900,4,79900
50,2014,190000,4,44900
50,2018,94225,1,55700
50,2018,94225,1,55700
50,2017,174000,3,56900
50,2014,92000,3,45300
50,2014,157831,3,41500
50,2014,59467,3,49900
50,2015,81211,3,51000
50,2014,111502,4,56000
50,2016,80154,3,62000
50,2016,261000,5,37900
50,2017,49000,3,67499
50,2017,164000,3,47900
50,2017,171000,4,63900
50,2007,169300,3,18990
50,2017,129000,4,61700
50,2018,90960,3,69900
50,2017,117148,4,73900
50,2016,60123,4,68900
50,2015,139000,1,38800
50,2013,111500,3,48900
50,2017,217137,3,52900
50,2018,52000,3,57900
50,2015,249197,1,41900
50,2015,121080,1,44900
50,2016,90000,4,67000
50,2017,20893,3,65700
50,2017,79564,3,78899
50,2018,98900,4,79900
50,2018,77900,3,52700
50,2017,113036,3,62300
50,2015,230000,3,31900
50,2018,138000,3,46260
50,2018,138626,3,47000
50,2015,138316,5,49900
50,2016,147200,3,46900
50,2018,53395,4,79900
50,2015,188000,4,42990
50,2017,101459,3,69900
50,2018,58000,4,78900
50,2018,128000,4,72900
50,2018,65651,5,72900
50,2013,179009,1,39900
50,2017,165763,4,71900
50,2014,66047,3,60900
50,2016,116945,3,49800
50,2014,118000,3,47900
50,2018,54000,4,68880
50,2018,74257,1,65900
50,2014,87764,3,52900
50,2014,96655,1,54999
50,2017,94800,3,68900
50,2014,122000,3,54900
50,2017,211333,3,43800
50,2017,14597,4,69900
50,2018,36701,3,75900
50,2018,142063,3,49900
50,2018,136000,5,55900
50,2013,192049,4,46800
50,2018,65852,3,70500
50,2015,69229,3,48800
50,2018,120542,1,57799
50,2014,188000,1,46900
50,2017,154335,4,72799
50,2018,110000,3,60900
50,2018,139000,4,66800
50,2018,94175,1,62900
50,2016,115500,3,49900
50,2018,25200,4,79900
50,2014,88605,3,54900
50,2013,139000,4,48800
50,2018,132715,4,84900
50,2018,96579,4,84900
50,2018,104000,3,54900
50,2017,220166,4,52500
50,2018,116000,1,59900
50,2018,17412,4,91900
50,2017,103674,3,66900
50,2016,94807,3,54900
50,2018,57284,3,68900
50,2017,112837,3,68900
50,2017,117043,3,71900
50,2017,144000,4,65900
50,2013,23091,1,58299
50,2017,120625,3,65900
50,2017,120387,3,65900
50,2013,126500,3,30900
50,2016,55217,3,56900
50,2014,198762,4,47900
50,2018,72261,4,78800
50,2018,54000,3,82000
50,2017,120000,4,67035
50,2016,175000,3,46999
50,2017,150432,4,70900
50,2013,66200,4,51900
50,2016,120679,3,56000
50,2018,26000,4,66999
50,2014,89000,4,52900
50,2014,210000,1,32000
50,2013,248000,1,34900
50,2013,85000,3,40500
50,2018,127000,4,74900
50,2015,102000,4,64999
50,2016,147442,3,53300
50,2018,74878,3,56900
50,2016,172950,3,47900
50,2014,156000,4,53900
50,2014,132000,4,62000
50,2015,66900,3,48800
50,2016,82000,1,65900
50,2018,53562,3,59200
50,2018,114376,3,52900
50,2018,72930,3,56900
50,2018,114376,3,52900
50,2015,110000,4,55900
50,2014,102000,4,56900
50,2016,161424,3,49900
50,2017,48300,4,66900
50,2017,105220,3,63500
50,2017,149908,4,78900
50,2018,99850,1,47154
50,2018,30133,4,88900
50,2016,118627,3,49500
50,2016,87909,3,49500
50,2018,119000,3,65900
50,2018,68000,4,81900
50,2016,152174,1,56999
50,2018,41542,3,72800
50,2017,36471,4,83900
50,2018,260000,4,49900
50,2018,88000,4,73500
50,2017,166317,4,70900
50,2014,141200,3,49900
50,2018,55706,4,82900
50,2016,132000,1,52890
50,2017,79246,3,65900
50,2017,114000,1,44900
50,2018,20939,3,64900
50,2018,61009,1,59900
50,2018,28000,4,63900
50,2016,100000,3,54800
50,2017,87500,3,59500
50,2016,45000,3,46500
50,2013,159565,1,43000
50,2015,110458,4,49999
50,2018,23593,3,75900
50,2017,89182,3,61900
50,2018,58514,4,79900
50,2017,84000,3,44700
50,2016,123000,1,51999
50,2018,84520,5,66900
50,2017,106246,3,69900
50,2016,168197,3,49900
50,2017,122237,1,50900
50,2013,165000,3,44900
50,2018,66678,4,82900
50,2016,178700,3,54900
50,2017,178431,3,51900
50,2013,144000,3,43900
50,2014,317000,1,34900
50,2017,39088,3,55800
50,2013,76190,3,38900
50,2015,103058,3,53850
50,2016,115000,1,47900
50,2016,144000,3,46900
50,2014,92000,4,55900
50,2017,112900,3,62500
50,2017,102285,3,63900
50,2017,169000,4,48900
50,2019,40000,3,64000
50,2013,75000,3,36500
50,2014,244000,4,46900
50,2017,112788,3,65900
50,2017,87000,4,71800
50,2018,34719,4,73900
50,2017,82500,4,73800
50,2017,115056,3,63400
50,2018,138690,3,47000
50,2015,90432,3,56000
50,2017,192000,3,47800
50,2013,47900,3,41500
50,2019,79240,4,71899
50,2013,64000,3,40900
50,2017,37200,3,60500
50,2014,83002,4,56000
50,2017,67000,4,64900
50,2013,16800,3,36500
50,2017,67000,3,54500
50,2017,102646,3,64900
50,2018,174129,4,75900
50,2018,172015,4,75900
50,2017,186000,3,49500
50,2018,87415,3,56900
50,2016,172223,3,56900
50,2012,138000,4,52900
50,2018,92398,4,77800
50,2018,92000,1,64900
50,2018,93358,1,59850
50,2014,79484,5,43900
50,2016,196000,3,38499
50,2015,178000,5,46800
50,2018,85000,1,52900
50,2017,96000,3,57900
50,2013,99000,3,46999
50,2018,135022,4,74900
50,2018,138943,3,67900
50,2014,79000,3,40900
50,2018,115913,4,74000
50,2017,71592,4,73800
50,2015,186632,1,43900
50,2017,76070,3,69900
50,2015,107050,3,56900
50,2014,42083,3,49900
50,2016,220000,1,46800
50,2014,200000,3,39900
50,2015,166370,3,42900
50,2017,185000,1,46900
50,2016,105000,4,69800
50,2016,108000,4,69800
50,2017,103850,3,49900
50,2017,97552,4,79900
50,2017,113269,3,64944
50,2015,206645,3,43000
50,2013,204336,1,39900
50,2014,53506,3,54900
50,2017,77688,1,64199
50,2016,108200,3,41900
50,2016,150069,3,48800
50,2018,107973,3,59900
50,2017,115564,3,68900
50,2017,118300,3,65900
50,2018,196031,4,64900
50,2014,162680,1,46900
50,2018,38956,3,76900
50,2013,162000,4,53555
50,2013,98600,4,48599
50,2018,75353,4,69900
50,2013,250000,4,33900
50,2017,42855,3,61900
50,2017,111294,3,65900
50,2016,65458,3,65900
50,2015,180389,1,44900
50,2018,52326,3,67000
50,2018,58423,4,83900
50,2017,83520,3,59900
50,2014,159110,3,48000
50,2016,77500,3,61500
50,2013,117789,5,40000
50,2013,189500,4,46900
50,2015,206580,3,41000
50,2013,178900,1,38900
50,2013,185000,1,35800
50,2016,125000,3,43000
50,2016,86104,3,49000
50,2018,92295,3,62850
50,2015,85000,4,53900
50,2018,101231,1,61850
50,2017,205141,3,47900
50,2017,29200,3,68990
50,2013,255076,3,26900
50,2018,26190,3,71800
50,2017,95522,4,73900
50,2017,81000,4,72900
50,2013,171000,1,37700
50,2016,253190,3,49900
50,2016,83276,3,62900
50,2017,137600,3,65900
50,2014,69827,3,44999
50,2017,150000,1,56900
50,2018,87591,4,87900
50,2018,113628,3,54900
50,2011,150000,3,27700
50,2017,89122,4,74900
50,2014,66954,3,45900
50,2014,64917,4,58500
50,2016,56750,3,57000
50,2018,71429,3,62900
50,2018,110000,1,59900
50,2016,132728,4,71900
50,2017,80200,4,75900
50,2017,99999,3,64900
50,2017,168056,3,51900
50,2014,145000,3,44500
50,2018,186148,4,65400
50,2012,124460,3,43700
50,2013,135619,3,44900
50,2016,65651,3,74900
50,2016,160000,4,60900
50,2016,97062,3,58400
50,2011,166000,3,30999
50,2018,51755,4,82900
50,2018,69518,4,71900
50,2018,84679,4,70900
50,2016,129000,1,47900
50,2018,30661,3,57900
50,2014,150000,4,47000
50,2016,102624,4,67900
50,2017,93560,3,52500
50,2016,34000,3,55800
50,2017,114000,3,49900
50,2017,95000,4,68500
50,2014,157000,4,52900
50,2018,101000,4,84900
50,2013,199000,1,33800
50,2017,148000,4,64900
50,2015,28000,4,57900
50,2015,242000,4,49900
50,2017,100247,3,54900
50,2015,171000,3,46500
50,2018,31117,3,74900
50,2018,80832,4,81900
50,2017,138238,3,65900
50,2017,108318,3,65900
50,2018,34900,3,72900
50,2018,27858,5,69000
50,2013,146901,3,28000
50,2015,91243,3,52000
50,2013,166597,1,41900
50,2017,30543,3,67900
50,2015,69600,3,46400
50,2013,84354,3,48900
50,2014,217000,1,32900
50,2014,168631,3,45900
50,2016,147430,3,48950
50,2013,224000,4,43990
50,2013,220000,3,29500
50,2018,111747,1,59900
50,2016,161500,4,74900
50,2013,78417,3,54900
50,2018,79250,3,77900
50,2017,133500,4,64900
50,2016,60000,4,77900
50,2016,80517,3,63900
50,2018,123653,3,59990
50,2016,239500,4,59999
50,2017,93560,3,52500
50,2017,120960,3,62850
50,2013,177000,1,33900
50,2015,128715,4,63900
50,2014,176200,3,44800
50,2017,71140,3,64900
50,2015,154200,3,46500
50,2018,54500,3,52000
50,2018,76175,4,78899
50,2017,45690,4,71000
50,2017,52000,4,62900
50,2017,100130,4,74900
50,2016,227700,4,52500
50,2017,27000,3,56500
50,2018,70112,4,79700
50,2014,134000,1,51888
50,2017,182000,4,59900
50,2016,193105,3,47400
50,2018,102000,3,64894
50,2013,177000,4,43900
50,2017,89171,3,71800
50,2014,252000,4,41900
50,2016,91300,3,59900
50,2014,99108,3,42900
50,2018,170000,3,58900
50,2018,78000,4,76500
50,2018,126000,4,72900
50,2017,142890,4,74900
50,2013,103450,3,42500
50,2017,104708,3,63900
50,2016,17314,4,83899
50,2012,102000,3,36900
50,2015,39270,3,55000
50,2018,62590,3,71900
50,2014,189242,4,58000
50,2018,43477,4,78000
50,2017,36651,3,68900
50,2016,102203,3,54850
50,2018,78711,5,62000
50,2014,152520,3,37900
50,2016,147148,3,56500
50,2015,304000,4,34900
50,2013,104000,3,43500
50,2017,38000,3,55999
50,2014,87000,3,44900
50,2018,91917,5,60000
50,2013,129253,3,44500
50,2017,57000,4,71000
50,2018,148207,1,47200
50,2015,165356,1,44000
50,2015,88892,5,55000
50,2018,18347,3,74800
50,2018,76000,4,89900
50,2015,87000,3,58800
50,2017,83865,4,75400
50,2016,177373,4,65900
50,2015,165356,1,44000
50,2016,99900,3,61900
50,2013,139823,3,36900
50,2017,14000,4,67900
50,2016,80000,3,53500
50,2015,130000,4,60900
50,2015,65000,4,62900
50,2013,196000,3,32900
50,2015,139800,1,36900
50,2017,72500,3,52500
50,2013,104000,3,35000
50,2016,27000,3,56500
50,2014,81000,3,36900
50,2016,73840,3,44899
50,2016,52000,3,62900
50,2016,116000,4,72000
50,2016,136000,3,51900
50,2018,32200,4,69900
50,2015,63700,3,55900
50,2013,189000,1,31900
50,2018,67000,3,56900
50,2014,237000,5,39300
50,2013,137000,3,41900
50,2016,72415,4,73800
50,2017,24700,4,69003
50,2018,72000,3,57850
50,2013,161900,3,39000
50,2017,124000,5,57900
50,2018,51000,3,53300
50,2014,199000,4,45600
50,2016,87000,1,39800
50,2015,132000,3,45000
50,2014,137462,4,49900
50,2014,122220,4,50600
50,2015,116000,4,55900
50,2017,78852,1,59900
50,2018,64782,3,76500
50,2016,74399,3,55600
50,2018,123000,3,68900
50,2018,45200,3,62900
50,2018,66085,3,69500
50,2014,198500,1,32000
50,2012,130000,3,41990
50,2012,85174,3,44200
50,2018,45000,3,55000
50,2015,120000,4,54900
50,2013,54000,3,45900
50,2014,136000,1,39400
50,2013,138529,4,56000
50,2018,165000,5,55900
50,2013,141500,3,43500
50,2018,150000,3,65900
50,2015,275000,4,41000
50,2018,47135,4,69700
50,2017,78470,3,54900
50,2015,125000,1,42900
50,2017,59000,3,61000
50,2017,46000,3,55500
50,2017,50000,3,55000
50,2018,28000,3,59900
50,2013,159000,5,34600
50,2013,173000,4,42500
50,2018,87100,3,49000
50,2013,101000,3,33500
50,2015,46500,3,53900
50,2013,205000,3,35900
50,2017,67000,4,72900
50,2014,40613,3,49500
50,2015,42000,4,50900
50,2014,230000,4,43800
50,2016,178700,3,54900
50,2018,135000,4,70900
50,2016,52000,3,62900
50,2017,117684,3,65900
50,2013,125000,5,45500
50,2015,54000,3,49900
50,2014,112989,4,52600
50,2015,224800,1,36990
50,2017,38147,4,70999
50,2018,77986,3,72800
50,2009,138847,3,22000
50,2010,28968,3,35900
50,2007,83891,1,17000
50,2007,167000,1,20900
50,2012,108000,3,35900
50,2012,59776,4,46900
50,2010,65000,3,33900
50,2008,162000,3,21900
50,2011,139726,3,28900
50,2009,230000,1,22300
50,2011,142600,3,32500
50,2008,173230,5,23900
50,2007,192000,1,17600
50,2009,183000,3,25900
50,2012,129691,3,35400
50,2007,132800,3,18500
50,2008,199000,1,15800
50,2007,135500,3,23700
50,2008,115000,3,23700
50,2012,126000,1,28900
50,2008,169000,3,21900
50,2010,157000,3,28500
50,2010,120000,3,30900
50,2007,149000,3,12000
50,2010,234000,1,17900
50,2007,108000,3,23300
50,2010,199820,3,27999
50,2012,124922,1,28000
50,2007,279776,1,14500
50,2012,87747,3,34000
50,2007,144000,3,21900
50,2010,160262,1,20500
50,2008,166500,1,19000
50,2011,58850,3,35800
50,2008,238000,1,14900
50,2010,200798,3,21900
50,2009,215329,3,19900
50,2011,216228,3,20000
50,2014,204571,1,36900
50,2007,178000,1,19500
50,2008,186000,3,18700
50,2007,170477,3,22700
50,2007,165000,1,19300
50,2011,182000,3,25900
50,2007,151000,3,21900
50,2007,175000,3,19900
50,2008,235464,1,16700
50,2011,181741,3,23700
50,2007,215300,1,12800
50,2009,175000,1,19000
50,2007,293000,1,13700
50,2009,228300,3,20900
50,2011,75000,3,29999
50,2008,266215,3,18500
50,2008,240000,3,18999
50,2007,170000,3,18900
50,2009,191250,3,21900
50,2007,263000,5,14000
50,2010,100000,3,25777
50,2011,249000,3,22900
50,2007,190000,3,21900
50,2009,126424,3,25400
50,2008,160000,3,22600
50,2010,172000,3,26990
50,2006,211000,1,14990
50,2007,189000,1,18900
50,2008,179000,3,21999
50,2007,122000,3,26900
50,2009,219299,1,18490
50,2012,122721,3,34800
50,2007,170000,3,18900
50,2007,298802,3,14900
50,2009,250000,3,20900
50,2007,158000,5,14300
50,2007,121500,3,19900
50,2008,192000,3,23900
50,2008,120000,3,17500
50,2008,99800,3,19500
50,2012,154571,3,33900
50,2009,215000,3,19500
50,2010,201014,1,23600
50,2012,99752,3,39999
50,2008,228700,1,15900
50,2008,194300,1,19500
50,2007,246663,3,19900
50,2011,154144,3,34500
